"","separation","propensity","length","PredSS_r1_.1","PredSS_r1","PredSS_r1_1","PredSS_r2_.1","PredSS_r2","PredSS_freq_central_H","PredSS_freq_central_E","PredSS_freq_central_C","PredCN_freq_central_0","PredRCH_freq_central_0","PredRCH_freq_central_1","PredSA_freq_central_0","PredSA_freq_central_4","PredRCH_r1_.1","PredRCH_r1","PredRCH_r1_1","PredRCH_r2_.1","PredRCH_r2","PredRCH_r2_1","PredCN_r1_.1","PredCN_r1","PredCN_r1_1","PredCN_r2","PredSA_r1","PredSA_r2_.1","PredSA_r2","PredSA_r2_1","PredSS_freq_global_H","PredCN_freq_global_0","PredRCH_freq_global_0","PredRCH_freq_global_4","PredSA_freq_global_0","AA_freq_central_A","AA_freq_central_D","AA_freq_central_E","AA_freq_central_I","AA_freq_central_F","PSSM_r1_.4_A","PSSM_r1_.4_N","PSSM_r1_0_D","PSSM_r1_1_W","PSSM_r2_0_A","PSSM_central_.2_A","PSSM_central_.2_T","PSSM_central_0_H","PSSM_central_2_D","PSSM_central_2_V","class"
"3862",157,-0.219893050448415,222,"C","C","C","C","C",0,0.449,0.551,0.205,0.391,0.167,0.154,0.372,"3",3,0,0,0,"0","3",3,1,0,4,4,4,"4",0.023,0.216,0.392,0.036,0.153,0.071,0.051,0.045,0.038,0.019,-5,-6,-2,-3,0,0,1,-1,-1,0,"positive"
"3863",34,-0.0815048904778718,89,"E","E","E","C","C",0,0.485,0.515,0.121,0.394,0.242,0.121,0.303,"1",3,3,3,3,"3","3",4,3,2,0,1,3,"0",0,0.045,0.337,0,0.213,0.03,0.061,0.061,0.121,0,2,-4,-11,2,3,-2,-3,-3,-3,2,"negative"
"3887",6,-0.264777000864015,78,"E","E","E","E","E",0,1,0,0,0,0,0.6,0,"3",4,4,3,1,"3","4",4,4,3,0,1,3,"1",0.141,0.115,0.167,0.423,0.436,0.2,0,0,0.2,0,-1,1,-4,-4,-1,-2,-2,-3,-3,-3,"negative"
"3900",52,-0.760833039266056,233,"C","C","E","C","E",0.333,0.314,0.353,0.216,0.235,0.098,0.353,0.294,"1",0,3,0,3,"3","1",2,4,3,3,3,3,"3",0.232,0.189,0.27,0.146,0.266,0.02,0.039,0.039,0.098,0.078,-5,-6,4,-2,-1,0,-2,-2,-3,-3,"negative"
"3922",46,-0.722302163365221,254,"E","E","E","C","C",0,0.289,0.711,0.267,0.244,0.067,0.244,0.356,"0",3,4,0,0,"0","2",4,4,0,1,4,4,"4",0.193,0.181,0.256,0.154,0.217,0.022,0.022,0.133,0.044,0.044,0,2,-5,-6,0,0,-3,-2,0,0,"negative"
"3939",78,1.41058573887302,144,"C","E","E","H","H",0.091,0.312,0.597,0.312,0.312,0.169,0.234,0.377,"3",3,3,3,3,"3","3",4,4,3,0,0,0,"3",0.167,0.278,0.333,0.056,0.264,0.078,0.091,0.026,0.013,0.091,-1,0,-5,-4,1,0,0,-2,-2,1,"positive"
"3940",47,-0.0502330882171169,136,"H","H","H","H","H",0.109,0.326,0.565,0.196,0.348,0.109,0.13,0.304,"3",3,3,3,1,"3","4",4,1,3,0,1,3,"0",0.529,0.221,0.294,0.074,0.213,0.087,0.043,0.13,0,0.065,-3,-6,-7,3,0,-3,-4,2,-7,0,"positive"
"3951",154,-0.91658152710323,954,"C","E","E","C","C",0.176,0.373,0.451,0.059,0.157,0.098,0.242,0.15,"3",3,3,4,4,"4","3",3,4,4,3,1,3,"3",0.181,0.155,0.239,0.138,0.156,0.059,0.046,0.078,0.052,0.059,0,1,0,4,-3,-3,-2,0,-4,1,"negative"
"3954",126,-0.620222019076863,307,"H","H","H","E","E",0.36,0.152,0.488,0.032,0.168,0.048,0.424,0.12,"0",1,2,3,3,"3","0",2,2,4,3,3,0,"0",0.384,0.072,0.202,0.287,0.365,0.096,0.04,0.088,0.064,0.04,0,0,0,-3,-4,-2,-2,-5,-3,-4,"negative"
"3955",35,-0.368081382215582,149,"C","C","C","C","C",0.441,0.147,0.412,0.265,0.324,0.147,0.088,0.324,"0",0,1,3,3,"3","1",0,1,3,4,1,3,"4",0.208,0.376,0.396,0,0.081,0,0,0.206,0.029,0.029,-2,-5,2,-4,0,-1,-1,1,-4,-3,"negative"
"3970",76,0.12363810667001,237,"C","C","C","C","C",0,0.427,0.573,0.2,0.28,0.04,0.147,0.4,"3",3,3,0,0,"0","0",1,3,1,4,4,4,"3",0,0.19,0.249,0.114,0.198,0.08,0.067,0.04,0.04,0.08,-1,0,0,-2,-1,0,2,2,0,0,"negative"
"3973",131,0.0317514100795258,501,"C","C","C","C","C",0.154,0.108,0.738,0.046,0.185,0.054,0.385,0.123,"4",4,4,4,4,"4","4",4,4,4,1,0,0,"0",0.303,0.102,0.174,0.331,0.387,0.046,0.054,0.054,0.1,0.038,-2,-3,-5,-5,-2,0,0,-1,2,-4,"negative"
"3975",25,-0.402408461248273,229,"C","C","C","C","C",0.208,0.292,0.5,0.042,0.125,0.042,0.458,0.042,"0",0,2,3,3,"1","0",0,3,3,4,3,1,"3",0.271,0.166,0.275,0.188,0.236,0.25,0.042,0.042,0.042,0.083,-1,-1,1,-7,-4,-1,-2,-6,-3,-6,"negative"
"3995",63,0.0989227983205789,152,"C","C","E","C","C",0,0.532,0.468,0.145,0.371,0.145,0.113,0.306,"0",0,3,0,0,"1","3",1,3,0,4,4,4,"4",0,0.171,0.408,0.02,0.132,0.129,0.032,0.065,0.016,0.016,-2,-5,3,-4,0,0,-2,-3,-3,4,"positive"
"4004",572,-0.806811662032717,865,"H","H","H","C","C",0.527,0.075,0.398,0.18,0.245,0.128,0.243,0.193,"4",4,4,3,0,"X","4",4,4,4,1,4,4,"X",0.394,0.168,0.238,0.129,0.242,0.105,0.061,0.07,0.044,0.047,-2,-5,-1,-1,6,-1,-2,0,-5,6,"negative"
"4008",26,-0.543503555251413,129,"H","H","H","C","C",0.68,0,0.32,0.36,0.36,0.2,0.12,0.36,"2",0,3,0,1,"3","1",1,3,1,3,4,3,"1",0.674,0.403,0.426,0,0.124,0.24,0.12,0.08,0.04,0.04,-1,-3,1,-5,0,-5,-5,0,-2,-3,"negative"
"4013",29,0.173230799377485,180,"C","C","C","C","C",0,0,1,0,0.25,0.357,0.357,0.036,"1",3,1,3,1,"3","3",4,3,2,0,0,3,"0",0.056,0.017,0.283,0.011,0.367,0.071,0,0.071,0,0.071,-1,0,-10,-4,-4,-7,-1,1,-5,1,"negative"
"4014",120,-0.765241199185645,243,"C","C","C","H","H",0.412,0.025,0.563,0.134,0.311,0.151,0.252,0.185,"0",0,0,3,3,"3","0",0,0,2,4,0,3,"0",0.383,0.226,0.37,0.086,0.23,0.084,0.034,0.059,0.076,0.042,0,-2,2,-3,0,2,1,-3,0,-1,"positive"
"4025",218,-0.257107278286766,440,"E","E","E","C","C",0.387,0.111,0.502,0.18,0.263,0.129,0.249,0.217,"4",3,3,3,1,"3","4",4,4,3,0,3,3,"1",0.352,0.15,0.241,0.164,0.255,0.088,0.055,0.088,0.055,0.032,-4,2,-7,-5,-3,-2,-3,-1,3,-5,"negative"
"4039",148,-0.593125221569842,377,"C","C","H","C","C",0.401,0,0.599,0.177,0.272,0.088,0.293,0.211,"4",4,4,0,0,"1","4",4,4,0,0,4,4,"4",0.284,0.202,0.279,0.21,0.273,0.129,0.075,0.048,0.027,0.027,-3,-6,-7,-10,1,-2,-1,-2,2,-6,"negative"
"4042",170,-0.162732497591036,199,"C","E","E","C","C",0,0.515,0.485,0.249,0.402,0.172,0.13,0.408,"0",1,3,0,1,"0","1",1,3,0,3,4,4,"4",0,0.251,0.387,0.005,0.136,0.036,0.065,0.089,0.059,0.041,-1,1,-1,-4,-1,2,1,-6,-7,6,"positive"
"4044",100,0.0801442773867111,425,"E","C","C","C","C",0.152,0.273,0.576,0.152,0.202,0.121,0.303,0.192,"4",4,4,4,3,"4","4",4,4,4,1,2,0,"2",0.238,0.118,0.209,0.238,0.287,0.051,0.081,0.061,0.091,0.04,-2,-6,-6,-6,-5,-1,1,-1,1,0,"negative"
"4067",108,-0.114323847031735,213,"C","C","C","C","C",0.495,0.14,0.364,0.234,0.318,0.103,0.178,0.29,"1",0,3,0,0,"0","3",1,4,0,4,4,4,"4",0.413,0.277,0.347,0.075,0.155,0.206,0.037,0.037,0.047,0.056,-3,-5,0,6,0,2,0,-4,-2,-3,"negative"
"4075",62,0.0339726964393725,129,"C","C","C","E","E",0.131,0.23,0.639,0.426,0.426,0.246,0.131,0.475,"0",1,1,3,3,"3","1",0,1,4,3,0,0,"0",0.341,0.357,0.388,0.008,0.186,0.115,0.033,0.066,0.033,0.033,-2,-4,-1,-4,3,-1,-2,-4,2,-1,"positive"
"4080",16,-0.259059218447052,112,"E","E","E","E","E",0,0.667,0.333,0.067,0.133,0.067,0.333,0.067,"4",4,4,3,3,"3","4",4,4,4,0,1,0,"3",0.304,0.286,0.348,0.098,0.17,0.2,0.067,0,0,0,-1,-4,-3,-4,5,-1,0,-2,-4,4,"positive"
"4094",89,-0.639215882166483,126,"H","H","C","C","H",0.318,0.102,0.58,0.17,0.295,0.193,0.193,0.216,"1",0,1,2,0,"3","1",0,1,0,4,2,3,"1",0.437,0.262,0.317,0.079,0.167,0.057,0.057,0.08,0.034,0.045,-4,1,1,0,-1,-1,0,-2,-4,2,"negative"
"4098",103,1.2402254703743,280,"C","C","C","E","E",0.304,0.137,0.559,0.078,0.176,0.059,0.392,0.108,"4",3,3,4,4,"4","4",4,4,4,1,0,0,"0",0.286,0.1,0.2,0.218,0.336,0.069,0.039,0.088,0.01,0.059,-6,-2,-4,-3,-1,-2,1,-3,-2,-1,"negative"
"4103",56,-0.675226558302063,148,"H","H","H","E","E",0.109,0.545,0.345,0.091,0.182,0.255,0.291,0.145,"0",1,3,1,3,"1","0",1,3,3,3,3,2,"3",0.264,0.135,0.216,0,0.216,0.091,0.073,0.055,0.018,0.091,0,-5,0,-6,-2,-7,-7,1,-6,3,"negative"
"4108",102,0.891527706500162,220,"H","H","H","H","H",0.762,0,0.238,0.248,0.287,0.158,0.178,0.228,"4",3,3,3,4,"3","4",4,4,4,0,2,0,"0",0.777,0.223,0.255,0.055,0.191,0.149,0.059,0.04,0.02,0.05,-4,9,-5,0,0,0,-2,-3,3,-4,"negative"
"4116",295,-0.296751891098694,764,"H","H","H","H","H",0.418,0.109,0.473,0.126,0.177,0.143,0.299,0.153,"3",1,1,0,3,"3","3",1,1,3,3,3,1,"0",0.365,0.161,0.223,0.226,0.313,0.071,0.054,0.071,0.058,0.065,-2,2,4,-4,-4,0,0,3,-3,2,"negative"
"4118",53,0.423951901331434,128,"E","E","E","E","C",0.115,0.269,0.615,0.423,0.365,0.173,0.212,0.481,"3",0,3,3,3,"0","4",2,3,3,3,1,1,"3",0.047,0.234,0.344,0.07,0.203,0.096,0.096,0.019,0.077,0,-1,-1,0,-6,-1,2,1,-2,-2,5,"positive"
"4140",43,0.428102310078339,247,"E","E","E","E","E",0.286,0.214,0.5,0.095,0.048,0.071,0.19,0.143,"2",3,3,1,3,"1","2",4,3,3,0,3,0,"4",0.356,0.324,0.287,0.028,0.158,0.119,0.048,0.024,0.071,0.048,4,-2,-4,-3,3,-1,-2,3,-4,1,"positive"
"4146",26,-0.28742697552208,106,"C","C","C","E","E",0,0.56,0.44,0.12,0.32,0.2,0.16,0.16,"0",0,0,3,3,"0","1",1,1,3,3,3,0,"3",0,0.217,0.406,0,0.142,0.08,0.12,0,0.04,0.04,0,-1,1,-4,0,0,-1,-2,-5,6,"positive"
"4156",36,-0.365445070436067,179,"H","C","C","C","C",0,0.086,0.914,0.343,0.429,0.2,0.029,0.429,"0",2,0,1,0,"1","0",3,0,1,1,3,3,"4",0.039,0.162,0.324,0.017,0.223,0.057,0.143,0.086,0.029,0.029,-2,-1,-3,-4,-1,-2,3,1,-5,2,"negative"
"4162",10,-0.259059218447052,127,"C","C","C","H","H",0.778,0,0.222,0.111,0.333,0.222,0.222,0.222,"3",0,3,3,3,"0","4",1,3,3,4,0,1,"4",0.575,0.307,0.339,0.039,0.173,0,0.222,0,0.111,0,-1,-2,0,-3,3,0,-2,-1,-3,2,"negative"
"4164",74,-0.755462394916418,181,"C","C","C","C","C",0,0.493,0.507,0.178,0.329,0.205,0.205,0.301,"0",0,3,1,1,"0","1",1,3,2,4,3,3,"4",0,0.204,0.331,0,0.155,0.014,0.055,0.082,0.027,0.014,-2,5,1,-9,-1,-2,-1,0,0,-2,"negative"
"4167",47,-0.853927377525712,318,"C","C","H","H","H",0.5,0.174,0.326,0.152,0.065,0.065,0.37,0.13,"4",4,4,3,3,"3","4",4,4,1,0,3,3,"4",0.321,0.129,0.182,0.182,0.211,0.087,0.065,0.022,0,0,-3,-4,-3,-4,-1,-4,-4,-6,-1,-3,"negative"
"4206",143,0.776277230345155,711,"H","H","H","C","C",0.352,0.106,0.542,0.465,0.387,0.176,0.092,0.472,"3",3,0,3,3,"3","3",3,0,2,3,4,3,"3",0.387,0.405,0.342,0.006,0.139,0.085,0.035,0.077,0.085,0.042,0,-1,1,-3,0,-3,-3,-1,-1,-3,"negative"
"4215",182,-0.798622390792186,374,"C","C","H","C","C",0.376,0.155,0.47,0.083,0.182,0.105,0.392,0.083,"3",3,3,4,3,"3","4",4,3,4,1,0,1,"3",0.291,0.166,0.27,0.195,0.316,0.105,0.061,0.066,0.039,0.011,-3,-4,8,-5,-6,5,-2,-5,-6,3,"negative"
"4219",104,-0.0611080004674512,142,"H","C","C","C","C",0.709,0,0.291,0.34,0.272,0.214,0.146,0.214,"0",1,0,3,0,"3","0",1,0,1,3,1,3,"2",0.739,0.31,0.268,0.007,0.176,0.175,0.087,0.078,0.029,0.039,-1,-5,-3,-6,-2,2,-1,-3,0,-3,"negative"
"4237",206,-0.554961670106352,250,"C","C","E","H","C",0.385,0.171,0.444,0.18,0.239,0.117,0.278,0.19,"0",3,3,0,3,"0","1",3,4,3,2,3,1,"4",0.392,0.184,0.248,0.184,0.276,0.102,0.063,0.078,0.054,0.039,1,3,-3,-4,4,0,-2,-4,-3,-2,"negative"
"4250",39,-0.717098056127927,147,"H","H","H","C","C",0.026,0.289,0.684,0.184,0.368,0.053,0.237,0.316,"3",1,0,3,1,"3","3",0,0,1,3,3,3,"1",0.34,0.143,0.265,0.143,0.279,0.105,0.158,0.079,0.026,0.053,4,-3,-1,-4,-3,7,-2,3,-3,-2,"negative"
"4275",12,0.776277230345155,238,"C","E","E","C","C",0,0.455,0.545,0,0.182,0.091,0.273,0.182,"3",3,3,3,3,"0","4",3,4,4,3,3,1,"3",0.021,0.181,0.311,0.126,0.181,0.182,0,0.091,0,0,-3,-5,-3,-5,-6,2,-1,-1,0,-3,"negative"
"4294",315,-0.591533697835984,711,"C","C","C","C","C",0.529,0.064,0.408,0.465,0.363,0.213,0.099,0.417,"3",0,1,1,0,"1","3",0,0,0,4,4,4,"3",0.387,0.405,0.342,0.006,0.139,0.07,0.041,0.096,0.07,0.054,4,-2,-1,-4,1,-2,-1,-3,-2,3,"negative"
"4297",242,0.339083541066577,288,"C","H","H","H","H",0.527,0.087,0.386,0.075,0.154,0.087,0.394,0.112,"4",3,4,3,3,"1","4",3,3,3,2,2,0,"3",0.517,0.09,0.174,0.257,0.389,0.137,0.017,0.095,0.021,0.029,-4,-4,-3,-5,5,3,-1,-6,2,-4,"negative"
"4313",18,-0.0497593453294152,143,"C","E","E","H","H",0.412,0.294,0.294,0.118,0.176,0.294,0.235,0.059,"3",0,0,2,3,"1","3",1,1,3,3,2,0,"3",0.301,0.154,0.238,0.147,0.259,0.294,0,0.118,0,0.059,-5,-6,-1,-4,-1,-4,-5,7,0,-4,"negative"
"4315",6,-0.578292091327903,248,"H","H","C","C","E",0,0,1,0.2,0.6,0.2,0,0.4,"0",3,3,1,1,"3","1",3,3,2,0,3,3,"1",0.347,0.145,0.262,0.073,0.234,0,0.2,0.2,0,0.2,-3,-6,-6,-1,-2,-3,1,-5,3,-3,"positive"
"4320",233,-0.906490955401671,466,"C","C","C","C","C",0.19,0.254,0.556,0.207,0.19,0.086,0.366,0.267,"0",0,0,3,4,"4","1",0,0,3,4,0,3,"1",0.251,0.195,0.191,0.223,0.33,0.091,0.039,0.091,0.073,0.034,-1,-1,0,-4,-3,-3,-3,-1,0,-2,"negative"
"4330",113,0.674989008568121,466,"E","E","E","C","C",0.054,0.295,0.652,0.205,0.259,0.098,0.286,0.304,"3",3,3,0,2,"0","3",3,4,3,3,4,4,"4",0.251,0.195,0.191,0.223,0.33,0.08,0.045,0.107,0.089,0.027,-1,-1,-2,-4,-1,-2,-2,-2,5,-4,"negative"
"4332",53,0.339083541066577,142,"E","E","E","E","E",0.231,0.346,0.423,0.077,0.173,0.115,0.327,0.135,"3",3,3,4,3,"3","4",4,3,4,0,0,0,"1",0.211,0.162,0.261,0.169,0.246,0.115,0.058,0.077,0.058,0.077,-2,-5,-6,-6,7,-1,-2,-5,-5,-1,"positive"
"4334",20,-0.740432272820794,110,"C","C","H","E","E",0.211,0.368,0.421,0.158,0.368,0.211,0.158,0.158,"3",0,1,3,1,"3","1",0,1,2,4,0,3,"0",0.036,0.264,0.418,0,0.145,0,0.105,0.053,0.158,0.053,0,1,5,1,-2,-1,-1,-2,-5,2,"negative"
"4343",41,-0.144929851277216,954,"E","E","C","C","C",0,0.575,0.425,0.125,0.275,0.15,0.225,0.225,"3",0,3,0,0,"0","4",1,3,0,3,4,4,"3",0.181,0.155,0.239,0.138,0.156,0.075,0.025,0.15,0.1,0.025,0,1,1,-6,0,0,0,1,-4,-1,"negative"
"4354",6,1.17960746355996,159,"E","E","E","E","E",0,0.6,0.4,0,0,0.2,0.2,0.2,"3",3,3,3,3,"4","4",3,4,4,2,3,0,"2",0.409,0.082,0.145,0.201,0.283,0,0.2,0,0,0,-6,-4,-4,-6,-1,-4,-4,-4,-7,-5,"positive"
"4365",23,-0.421974106514501,241,"E","E","E","C","E",0,0.045,0.955,0.273,0.227,0.182,0.227,0.318,"4",4,4,4,4,"4","4",4,4,4,0,0,0,"0",0.274,0.141,0.183,0.22,0.303,0,0.136,0,0.045,0.091,-5,-4,-4,-4,2,-1,-1,0,-5,-1,"negative"
"4366",97,-0.0983758514235736,331,"C","C","C","E","E",0.427,0.104,0.469,0.115,0.271,0.135,0.25,0.167,"4",4,4,4,4,"4","4",4,4,4,1,0,0,"0",0.375,0.196,0.296,0.124,0.221,0.135,0.052,0.062,0.073,0.052,-1,-4,-1,-5,1,1,-1,-4,0,-2,"negative"
"4379",25,-0.122603329060422,711,"C","C","C","H","H",0.042,0.208,0.75,0.25,0.375,0.208,0.042,0.375,"3",3,0,1,0,"2","3",3,0,0,1,3,4,"3",0.387,0.405,0.342,0.006,0.139,0.125,0.083,0.083,0.167,0.083,-1,-2,-2,-3,0,-1,0,-2,5,-1,"negative"
"4394",139,-0.806811662032717,324,"H","H","H","H","H",0.471,0.014,0.514,0.174,0.261,0.123,0.217,0.232,"3",3,3,3,3,"3","4",3,3,3,3,0,3,"1",0.389,0.247,0.34,0.077,0.16,0.116,0.072,0.022,0.007,0.051,0,0,-2,-4,0,-2,7,0,-4,2,"negative"
"4405",12,0.0574235889636136,67,"C","C","E","E","E",0,0.636,0.364,0,0.182,0.273,0.455,0.182,"1",0,3,1,3,"3","2",2,4,3,3,3,1,"0",0.149,0.194,0.328,0,0.164,0.091,0,0,0,0.091,0,1,1,-5,-1,0,1,-1,-9,-6,"negative"
"4420",19,-0.271137574296677,78,"C","C","C","C","C",0.444,0.111,0.444,0.056,0.167,0.056,0.5,0.056,"3",1,0,1,1,"1","3",1,0,1,3,3,3,"3",0.449,0.154,0.218,0.09,0.359,0.111,0.056,0.056,0.111,0,5,-2,-2,-5,-3,5,-3,-5,-2,-2,"positive"
"4425",15,0.90377045129954,88,"E","E","E","E","E",0,0.286,0.714,0.071,0.214,0.214,0.286,0.214,"3",3,0,3,3,"3","3",4,2,4,1,0,0,"0",0,0.216,0.295,0.034,0.239,0.071,0.071,0.071,0,0.071,-2,-4,-6,-4,-3,2,0,1,-3,-2,"negative"
"4431",14,0.636381526324397,234,"H","H","H","H","H",0.538,0,0.462,0.538,0.615,0.154,0.077,0.462,"1",3,3,1,3,"3","1",1,3,4,3,3,3,"0",0.363,0.239,0.389,0.064,0.179,0.077,0,0,0,0.077,-1,1,1,-5,3,2,1,-3,-1,-1,"positive"
"4445",84,-0.765241199185645,229,"C","C","C","C","C",0.422,0.145,0.434,0.386,0.325,0.217,0.193,0.361,"0",0,0,0,0,"0","0",0,1,0,4,4,4,"4",0.328,0.354,0.336,0.057,0.153,0.12,0.048,0.048,0.036,0,0,0,2,-2,-1,-3,-6,-4,7,-6,"negative"
"4448",131,0.12633533089708,954,"E","C","C","C","C",0.285,0.215,0.5,0.054,0.138,0.092,0.215,0.108,"3",0,0,4,4,"4","4",0,0,4,4,3,1,"3",0.181,0.155,0.239,0.138,0.156,0.054,0.046,0.085,0.031,0.046,-1,-1,-1,-5,-2,-2,-1,2,0,-3,"negative"
"4457",6,0.752515289393147,147,"C","H","H","H","H",1,0,0,0.6,0.4,0.4,0.2,0.4,"0",1,1,0,0,"3","0",3,0,0,0,4,4,"3",0.048,0.293,0.361,0.014,0.15,0,0.4,0.2,0,0,0,0,-3,-4,2,-1,-1,-1,-4,2,"negative"
"4459",248,1.28178614827365,487,"H","H","H","C","C",0.421,0.105,0.474,0.13,0.202,0.085,0.377,0.158,"3",3,1,4,3,"3","3",3,0,4,1,0,0,"0",0.409,0.162,0.23,0.277,0.339,0.081,0.04,0.077,0.04,0.036,1,-3,-2,-1,0,-2,1,-5,6,-5,"negative"
"4509",97,-0.0744581203308277,165,"C","C","C","C","H",0.198,0.354,0.448,0.146,0.292,0.177,0.229,0.219,"2",0,0,3,3,"3","2",0,1,3,3,3,0,"0",0.242,0.176,0.285,0.036,0.2,0.031,0.073,0.083,0.073,0.01,0,0,2,-4,-2,0,1,0,2,-3,"positive"
"4520",13,-0.368081382215582,192,"H","C","C","H","H",0.583,0,0.417,0.167,0.333,0.25,0.083,0.333,"1",0,3,1,2,"0","0",0,3,3,4,3,3,"4",0.344,0.234,0.323,0.089,0.229,0.083,0,0,0.083,0,0,-2,2,-4,1,-1,-1,-4,-1,-3,"negative"
"4524",85,-0.330020840578311,161,"H","H","H","E","C",0.464,0.214,0.321,0.262,0.238,0.167,0.321,0.214,"3",1,0,1,3,"1","3",0,0,4,4,3,1,"3",0.559,0.373,0.335,0.012,0.217,0.06,0.06,0.083,0.083,0.036,0,-1,0,-3,-2,0,-1,3,-3,0,"negative"
"4540",56,0.161795577266193,228,"C","C","C","H","H",0.236,0.255,0.509,0.164,0.382,0.109,0.091,0.327,"3",0,0,3,3,"3","3",1,1,3,4,1,1,"1",0.07,0.162,0.364,0.061,0.11,0.036,0.018,0.036,0.073,0.018,0,1,0,1,-1,-1,2,-2,0,-1,"negative"
"4546",6,0.155025238316715,144,"E","E","C","C","E",0,0,1,1,1,0,0,1,"2",1,0,0,1,"1","3",1,0,0,3,4,3,"3",0.049,0.431,0.458,0,0.125,0,0.2,0.2,0,0,-1,4,-2,-4,-1,-2,-1,-1,-1,-2,"positive"
"4548",18,-0.261888415190075,107,"E","C","C","E","E",0,0.412,0.588,0.176,0.412,0.059,0.176,0.412,"0",3,3,1,0,"3","1",3,3,1,4,3,4,"1",0.112,0.458,0.486,0,0.047,0,0,0.059,0,0,-4,-3,1,1,-1,-1,-3,3,1,-3,"negative"
"4549",10,0.428102310078339,155,"C","E","E","C","C",0,0.667,0.333,0.111,0.111,0.111,0.444,0.222,"1",3,3,0,0,"0","3",4,3,1,0,4,3,"4",0,0.194,0.387,0.006,0.129,0,0,0.222,0.111,0.111,1,-1,-2,-5,1,-6,-4,-4,4,-4,"negative"
"4561",175,-0.51377438296557,242,"H","C","C","C","C",0.184,0.161,0.655,0.224,0.316,0.121,0.103,0.356,"3",3,1,0,3,"1","3",4,0,3,3,4,3,"3",0.248,0.231,0.322,0.045,0.12,0.086,0.063,0.017,0.057,0.029,3,-2,2,-5,-3,-1,0,2,-2,1,"negative"
"4571",112,-0.788595512854148,245,"H","H","H","C","C",0.514,0,0.486,0.315,0.342,0.099,0.135,0.252,"3",0,3,3,3,"0","3",0,3,3,3,3,3,"4",0.592,0.347,0.355,0.029,0.135,0.099,0.063,0.054,0.027,0.063,-1,2,2,-3,-1,-2,-3,-1,0,-1,"negative"
"4576",6,-0.0639871424720709,130,"C","C","C","H","H",0.6,0,0.4,0.4,0.4,0.4,0,0.6,"0",0,3,0,3,"3","0",0,3,3,4,3,0,"1",0.277,0.2,0.3,0.069,0.2,0,0.2,0,0,0,-2,-2,-2,-3,-4,-3,2,-2,-7,-2,"negative"
"4585",21,-0.543503555251413,150,"C","C","C","C","C",0,0.2,0.8,0.2,0.4,0.1,0.15,0.5,"3",3,0,0,0,"1","3",3,1,0,3,4,4,"4",0.127,0.207,0.347,0,0.14,0,0.1,0.05,0,0.05,-3,-4,-1,-4,0,-1,-2,-4,-2,2,"positive"
"4588",230,-0.535980866669175,555,"C","C","C","C","C",0.035,0.41,0.555,0.288,0.367,0.127,0.21,0.358,"0",0,0,3,0,"0","0",0,3,0,4,1,3,"4",0.061,0.306,0.355,0.049,0.213,0.044,0.074,0.026,0.074,0.039,0,5,-1,-1,-2,1,-1,-1,2,0,"negative"
"4591",89,-0.210874394342964,374,"E","E","E","E","C",0.33,0.114,0.557,0.102,0.216,0.136,0.386,0.148,"4",4,4,3,0,"0","4",4,4,2,0,0,3,"4",0.291,0.166,0.27,0.195,0.316,0.125,0.057,0.057,0.045,0.034,-2,0,-6,-8,0,-1,-1,-1,0,-2,"negative"
"4595",140,-0.0178509540145711,193,"E","C","C","H","H",0.317,0.173,0.511,0.345,0.345,0.115,0.158,0.295,"3",3,3,3,3,"3","3",4,3,3,0,0,3,"3",0.352,0.321,0.311,0.026,0.192,0.029,0.05,0.079,0.065,0.065,1,-3,-3,-5,-1,0,0,-1,1,1,"negative"
"4625",41,-0.380502019767479,865,"C","C","C","E","E",0,0.45,0.55,0.425,0.4,0.125,0.075,0.45,"1",3,3,3,4,"3","1",3,3,4,3,0,0,"0",0.394,0.168,0.238,0.129,0.242,0.05,0.075,0.075,0.075,0,-7,-8,-3,-6,-2,-1,-2,1,5,-2,"negative"
"4627",139,-0.402408461248273,209,"C","C","C","C","C",0.297,0.261,0.442,0.283,0.29,0.145,0.21,0.304,"0",0,0,3,3,"0","0",0,1,3,4,3,1,"4",0.354,0.354,0.34,0.038,0.177,0.036,0.036,0.116,0.08,0.051,-1,5,-1,-1,-2,-2,-1,0,-1,-1,"negative"
"4634",19,-0.0133210157374004,222,"E","E","E","C","C",0,0.333,0.667,0,0,0,0.333,0,"4",4,4,4,4,"4","4",4,4,4,1,3,0,"0",0,0.018,0.059,0.514,0.383,0.111,0.056,0,0,0,1,-2,-5,-1,-3,-3,-5,-3,-5,6,"positive"
"4635",20,0.927154390286748,331,"E","E","C","C","C",0.474,0,0.526,0.158,0.316,0.211,0.263,0.211,"4",4,4,3,3,"3","4",4,4,4,0,3,0,"1",0.375,0.196,0.296,0.124,0.221,0.158,0.211,0,0,0,0,2,-5,-4,2,-2,-1,0,3,-4,"positive"
"4647",77,0.428102310078339,144,"E","E","C","C","C",0.158,0.303,0.539,0.079,0.224,0.105,0.395,0.105,"3",3,1,4,3,"1","3",3,2,3,0,3,0,"3",0.188,0.069,0.201,0.16,0.382,0.079,0.079,0.092,0.053,0.026,-4,-6,-7,-5,0,-6,-4,-1,6,-2,"negative"
